azeta,AKLFTB,"NZ\NZ-AUK\NZ-AUK-AKLFTB"
azeta,AKLITB,"NZ\NZ-AUK\NZ-AUK-AKLITB"
azeta,AKLJTC,"NZ\NZ-AUK\NZ-AUK-AKLJTC"
azeta,AKLRHQ,"NZ\NZ-AUK\NZ-AUK-AKLRHQ"
azeta,AKLRHQ,"NZ\NZ-AUK\NZ-AUK-AKLRHQ"
azeta,AKLRHQ,"NZ\NZ-AUK\NZ-AUK-AKLRHQ"
azeta,AKLRHQ,"NZ\NZ-AUK\NZ-AUK-AKLRHQ"
azeta,AKLRHQ,"NZ\NZ-AUK\NZ-AUK-AKLRHQ"
azeta,BKKFTB,"TH\TH-10\TH-10-BKKFTB-TRS"
azeta,BKKHQB,"TH\TH-10\TH-10-BKKHQB-UNT"
azeta,BKKITB,"TH\TH-10\TH-10-BKKITB-UNT"
azeta,BOMHQB,"IN\IN-MH\IN-MH-BOMHQB-TRS"
azeta,CHCITB,"NZ\NZ-CAN\NZ-CAN-CHCITB"
azeta,FRAFTB,"DE\DE-HE\DE-HE-FRAFTB-TRS"
azeta,FRAHQB,"DE\DE-HE\DE-HE-FRAHQB-TRS"
azeta,FRAIT2,"DE\DE-HE\DE-HE-FRAIT2-TRS"
azeta,HKGFTB,"CN\CN-91\CN-91-HKGFTB-TRS"
azeta,HKGHQB,"CN\CN-91\CN-91-HKGHQB-TRS"
azeta,HKGHQB,"CN\CN-91\CN-91-HKGHQB-TRS"
azeta,HKGITB,"CN\CN-91\CN-91-HKGITB-TRS"
azeta,HNLITB,"US\US-HI\US-HI-HNLITB-TRS"
azeta,JFKFTB,"US\US-NY\US-NY-JFKFTB-TRS"
azeta,JFKITB,"US\US-NY\US-NY-JFKITB-TRS"
azeta,JKTITB,"ID\ID-JK\ID-JK-JKTITB-TRS"
azeta,JNBFTB,"ZA\ZA-GP\ZA-GP-JNBFTB-TRS"
azeta,JNBHQB,"ZA\ZA-GP\ZA-GP-JNBHQB-TRS"
azeta,JNBITB,"ZA\ZA-GP\ZA-GP-JNBITB-TRS"
azeta,KULHQB,"MY\MY-14\MY-14-KULHQB-UNT"
azeta,LAXAAH,"US\US-CA\US-CA-LAXAAH-TRS"
azeta,LAXFTB,"US\US-CA\US-CA-LAXFTB-TRS"
azeta,LAXITB,"US\US-CA\US-CA-LAXITB-TRS"
azeta,LAXRHQ,"US\US-CA\US-CA-LAXRHQ-TRS"
azeta,LAXRHQ,"US\US-CA\US-CA-LAXRHQ-TRS"
azeta,LAXRHQ,"US\US-CA\US-CA-LAXRHQ-TRS"
azeta,LHRFTB,"GB\GB-LND\GB-LND-LHRFTB-TRS"
azeta,LHRITB,"GB\GB-LND\GB-LND-LHRITB-TRS"
azeta,LONHQB,"GB\GB-LND\GB-LND-LONHQB-TRS"
azeta,LONHQB,"GB\GB-LND\GB-LND-LONHQB-TRS"
azeta,LONHQB,"GB\GB-LND\GB-LND-LONHQB-TRS"
azeta,LONWSD,"GB\GB-LND\GB-LND-LONWSD-TRS"
azeta,MNLITB,"PH\PH-00\PH-00-MNLITB-TRS"
azeta,NANITB,"FJ\FJ-W\FJ-W-NANITB-TRS"
azeta,NOUHQB,"FR\FR-NC\FR-NC-NOUHQB-TRS"
azeta,NRTFTB,"JP\JP-12\JP-12-NRTFTB-TRS"
azeta,NRTITB,"JP\JP-12\JP-12-NRTITB-TRS"
azeta,NYCHQB,"US\US-NY\US-NY-NYCHQB-TRS"
azeta,ORDFRT,"US\US-IL\US-IL-ORDFRT-TRS"
azeta,PARHQB,"FR\FR-75\FR-75-PARHQB-TRS"
azeta,POMHQB,"PG\PG-NCD\PG-NCD-POMHQB"
azeta,POMITB,"PG\PG-NCD\PG-NCD-POMITB"
azeta,PVGITB,"CN\CN-31\CN-31-PVGITB-TRS"
azeta,SAOHQB,"BR\BR-SP\BR-SP-SAOHQB-TRS"
azeta,SCLHQB,"CL\CL-RM\CL-RM-SCLHQB-TRS"
azeta,SHAFTB,"CN\CN-31\CN-31-SHAFTB-TRS"
azeta,SHAHQB,"CN\CN-31\CN-31-SHAHQB-TRS"
azeta,SINFTB,"SG\SG-04\SG-04-SINFTB-TRS"
azeta,SINHQB,"SG\SG-04\SG-04-SINHQB-UNT"
azeta,SINITB,"SG\SG-04\SG-04-SINITB-UNT"
azeta,STOHQB,"SE\SE-AB\SE-AB-STOHQB-TRS"
azeta,SUVHQB,"FJ\FJ-C\FJ-C-SUVHQB-TRS"
azeta,TUSRES,"US\US-AZ\US-AZ-TUSRES-TRS"
azeta,TYOTMB,"JP\JP-13\JP-13-TYOTMB-TRS"
azeta,WLGITB,"NZ\NZ-WLG\NZ-WLG-WLGITB"
azeta,ZQNDTB,"NZ\NZ-OTA\NZ-OTA-ZQNDTB"
azeta,ZRHHQB,"CH\CH-ZH\CH-ZH-ZRHHQB-TRS"
